-1.23	0.10	-9.72	0.69	-11.61	0.79	12.97	74.33	32.57		 135.37	30.50	-160.34
0.73	0.86	-9.89	2.08	6.86	0.95	-18.53	-4.02	37.01		 81.50	-13.18	168.46
1.02	0.74	-10.04	1.59	0.86	-0.74	-33.35	-28.12	19.25		 142.89	-8.44	147.68
0.83	0.74	-9.84	3.92	-3.13	0.51	-29.65	-28.12	34.05		 -164.61	-1.04	170.08
0.91	0.65	-9.93	3.54	0.50	-1.35	-20.38	-14.06	11.84		 -150.09	-5.79	178.44
1.14	0.74	-9.81	2.68	-6.78	2.13	-33.35	-4.02	19.25		 -147.66	-8.53	179.91
1.28	0.93	-11.27	-11.44	14.27	-7.39	-18.53	4.02	10.36		 -181.80	-9.09	-175.20
2.51	1.56	-9.04	19.08	31.40	6.72	-14.82	-20.09	19.25		 -174.02	-7.82	160.75
1.52	0.99	-8.47	-7.39	2.40	-0.62	-25.94	-16.07	19.25		 -139.16	-11.90	178.72
1.13	1.12	-7.03	0.27	-1.95	7.87	-51.89	-28.12	22.21		 -158.89	-5.36	171.66
-0.16	0.49	-10.70	-9.55	-16.59	-12.66	1.85	6.03	23.69		 -129.54	2.16	179.02
0.28	1.40	-9.91	-17.88	-14.44	13.47	20.38	14.06	-2.96		 -112.54	-3.70	170.03
0.55	0.66	-12.74	4.68	-25.35	3.21	22.24	-36.16	-1.48		 -65.49	-6.91	175.90
1.70	0.61	-10.49	7.92	-7.19	4.85	22.24	-32.14	28.13		 -49.73	-13.51	173.29
1.30	0.92	-9.30	3.14	-6.52	0.02	37.06	16.07	37.01		 -4.19	-6.63	-177.47
0.72	0.60	-8.87	10.11	1.63	-2.24	35.21	14.06	35.53		 13.41	-3.34	174.59
-0.13	0.85	-8.53	2.04	-1.00	9.58	24.09	58.26	29.61		 38.77	-0.88	175.03
0.24	0.01	-10.12	9.48	10.73	-19.05	38.91	50.22	11.84		 38.25	-3.89	177.85
0.00	2.02	-11.61	-20.16	-23.99	13.46	24.09	34.15	-8.88		 47.22	-3.74	172.55
0.66	1.40	-12.91	-14.33	-21.62	-7.01	33.35	28.12	7.40		 46.61	-8.62	172.54
1.41	0.61	-9.37	1.78	5.52	8.32	22.24	20.09	-25.17		 30.76	-8.57	176.61
0.46	1.52	-10.35	-0.05	-11.90	-8.84	16.68	-50.22	-17.77		 -69.82	1.52	179.85
0.52	0.62	-10.51	8.13	-10.28	-6.25	11.12	-20.09	-28.13		 -83.07	-7.39	175.17
0.36	0.91	-9.89	10.06	23.86	-115.63	100.06	36.16	-39.97		 -9.74	-1.60	169.70
1.82	1.72	-8.22	-23.49	4.25	-49.31	211.25	-4.02	-48.86		 -5.18	-4.59	171.12
1.50	0.94	-9.55	4.28	-2.59	2.35	218.66	0.00	-37.01		 -15.86	-7.90	174.24
2.14	1.13	-9.19	-4.31	13.50	-0.99	218.66	16.07	-25.17		 -11.52	-12.05	172.49
0.57	0.91	-8.30	-1.32	7.16	-2.78	244.60	24.11	-19.25		 -1.85	-0.07	175.32
1.00	0.69	-5.97	18.87	24.72	15.15	224.22	26.11	-20.73		 -10.21	0.44	171.36
-0.54	1.05	-9.23	-18.01	-3.04	-11.77	252.01	-12.05	-10.36		 -14.27	2.96	175.86
-0.68	1.57	-10.98	17.15	-4.74	11.15	237.19	12.05	-57.74		 -16.93	1.10	171.63
1.07	0.26	-9.51	4.82	15.65	-17.40	250.16	-26.11	-74.03		 -19.41	-5.34	176.15
0.53	1.73	-11.63	32.73	14.69	2.37	218.66	-44.19	-93.27		 -33.08	-4.62	173.63
2.17	1.34	-11.44	-18.00	3.89	-0.31	252.01	-68.30	-114.00		 -30.72	-11.84	172.45
1.56	0.46	-9.67	1.23	-0.15	-0.60	207.54	-120.53	-128.81		 -42.61	-8.28	177.77
-0.19	1.40	-10.84	1.43	-13.69	-5.71	209.39	-134.59	-112.52		 -48.76	-1.15	172.54
