-0.03	0.20	-1.00	0.03	-0.02	-0.03	0.04	-0.61	0.62	-87.01	179.40	-178.80
-0.03	0.19	-1.01	0.05	-0.00	-0.02	0.04	-0.61	0.62	-86.99	179.39	-178.79
-0.01	0.17	-1.01	0.03	-0.01	-0.01	0.03	-0.61	0.63	-86.99	179.40	-178.81
-0.01	0.17	-1.01	0.09	-0.06	-0.02	0.03	-0.61	0.63	-87.00	179.38	-178.79
-0.01	0.19	-1.01	0.08	-0.08	-0.02	0.04	-0.61	0.64	-87.00	179.34	-178.76
-0.01	0.18	-1.01	0.07	-0.08	-0.03	0.04	-0.61	0.64	-86.98	179.30	-178.71
-0.01	0.18	-1.01	0.07	-0.06	-0.01	0.04	-0.61	0.63	-86.99	179.28	-178.70
-0.02	0.17	-1.01	0.05	-0.07	-0.01	0.04	-0.61	0.63	-87.00	179.24	-178.66
-0.01	0.17	-1.02	0.03	-0.05	0.02	0.06	-0.61	0.63	-87.00	179.23	-178.66
-0.01	0.17	-1.02	0.04	-0.03	0.01	0.06	-0.61	0.63	-87.01	179.23	-178.66
-0.01	0.17	-1.00	0.01	-0.03	0.00	0.04	-0.60	0.63	-87.02	179.23	-178.66
-0.02	0.17	-1.01	-0.02	-0.04	-0.02	0.04	-0.60	0.63	-87.00	179.21	-178.64
-0.02	0.17	-1.01	-0.02	-0.03	-0.01	0.03	-0.61	0.63	-87.01	179.21	-178.64
-0.02	0.18	-1.00	-0.01	-0.02	-0.02	0.03	-0.61	0.63	-87.01	179.22	-178.64
-0.02	0.18	-1.01	0.02	-0.05	-0.03	0.04	-0.61	0.64	-87.00	179.19	-178.62
-0.02	0.18	-1.01	0.01	-0.06	-0.05	0.04	-0.61	0.64	-86.97	179.17	-178.59
-0.02	0.18	-1.01	0.01	-0.04	-0.05	0.04	-0.61	0.64	-86.94	179.15	-178.57
-0.01	0.18	-1.00	0.01	-0.02	-0.05	0.03	-0.61	0.63	-86.92	179.19	-178.60
-0.01	0.18	-1.00	-0.00	-0.02	-0.04	0.03	-0.61	0.63	-86.90	179.22	-178.63
-0.01	0.18	-1.01	-0.01	-0.03	-0.04	0.05	-0.62	0.62	-86.88	179.22	-178.63
-0.01	0.17	-1.01	0.02	-0.03	-0.05	0.05	-0.62	0.62	-86.84	179.23	-178.63
-0.01	0.17	-1.01	0.03	-0.03	-0.05	0.05	-0.60	0.64	-86.80	179.24	-178.63
-0.02	0.16	-1.00	0.03	-0.04	-0.06	0.05	-0.60	0.64	-86.76	179.21	-178.60
-0.03	0.18	-1.01	0.02	-0.06	-0.05	0.05	-0.60	0.65	-86.73	179.16	-178.55
-0.03	0.18	-1.01	0.01	-0.07	-0.06	0.05	-0.60	0.65	-86.69	179.12	-178.49
-0.02	0.18	-1.01	0.03	-0.03	-0.07	0.05	-0.61	0.63	-86.65	179.11	-178.48
-0.01	0.18	-0.99	0.02	-0.03	-0.06	0.05	-0.61	0.63	-86.61	179.14	-178.51
-0.01	0.18	-0.99	0.05	-0.03	-0.05	0.04	-0.62	0.62	-86.58	179.18	-178.55
-0.01	0.19	-0.99	0.06	-0.06	-0.05	0.04	-0.62	0.62	-86.57	179.18	-178.54
-0.02	0.20	-1.04	0.06	-0.09	-0.05	0.04	-0.61	0.63	-86.56	179.14	-178.49
-0.02	0.20	-1.04	0.07	-0.09	-0.07	0.04	-0.61	0.63	-86.53	179.09	-178.44
-0.03	0.19	-1.02	0.02	-0.06	-0.06	0.05	-0.61	0.63	-86.48	179.03	-178.37
-0.02	0.20	-0.99	0.00	-0.04	-0.04	0.05	-0.61	0.63	-86.46	179.03	-178.36
-0.02	0.20	-0.99	-0.04	-0.04	-0.01	0.05	-0.60	0.64	-86.46	179.02	-178.34
-0.02	0.20	-0.98	-0.05	-0.06	-0.01	0.05	-0.60	0.64	-86.46	179.00	-178.32
-0.03	0.20	-1.01	-0.09	-0.07	-0.01	0.06	-0.61	0.63	-86.46	178.94	-178.25
-0.03	0.20	-1.01	-0.08	-0.06	-0.01	0.06	-0.61	0.63	-86.45	178.89	-178.19
-0.04	0.21	-1.00	-0.07	-0.05	-0.00	0.04	-0.62	0.66	-86.47	178.87	-178.17
-0.04	0.21	-1.00	-0.09	-0.01	0.00	0.04	-0.62	0.66	-86.49	178.89	-178.18
-0.04	0.21	-1.00	-0.11	0.01	0.02	0.05	-0.62	0.63	-86.51	178.90	-178.18
-0.03	0.21	-0.99	-0.09	-0.00	0.03	0.05	-0.62	0.63	-86.53	178.91	-178.19
-0.03	0.20	-1.01	-0.07	-0.02	0.04	0.04	-0.62	0.63	-86.58	178.93	-178.21
-0.03	0.20	-1.01	0.03	-0.03	0.02	0.04	-0.63	0.63	-86.61	178.94	-178.23
-0.03	0.23	-0.97	-0.04	-0.07	0.01	0.04	-0.63	0.63	-86.64	178.91	-178.19
-0.02	0.22	-1.01	-0.02	-0.06	0.02	0.04	-0.61	0.63	-86.67	178.90	-178.19
-0.02	0.22	-1.00	-0.04	-0.05	0.03	0.04	-0.61	0.63	-86.71	178.91	-178.20
-0.02	0.21	-1.00	-0.00	-0.07	0.03	0.05	-0.61	0.63	-86.74	178.89	-178.18
-0.02	0.23	-1.03	0.16	-0.10	-0.02	0.05	-0.61	0.63	-86.75	178.83	-178.13
-0.01	0.21	-1.03	0.19	-0.09	-0.05	0.06	-0.62	0.63	-86.72	178.81	-178.11
-0.01	0.21	-1.03	0.13	-0.05	-0.02	0.06	-0.62	0.63	-86.71	178.81	-178.12
-0.01	0.19	-0.99	0.12	-0.05	-0.01	0.06	-0.61	0.62	-86.70	178.82	-178.13
-0.02	0.18	-0.99	-0.00	-0.11	-0.01	0.06	-0.61	0.62	-86.71	178.76	-178.07
-0.02	0.18	-0.99	-0.05	-0.14	-0.03	0.05	-0.62	0.63	-86.70	178.68	-177.99
-0.03	0.19	-1.04	-0.12	-0.13	-0.04	0.05	-0.62	0.63	-86.69	178.59	-177.89
-0.04	0.20	-1.03	-0.10	-0.05	-0.04	0.06	-0.62	0.62	-86.67	178.55	-177.83
-0.04	0.20	-1.03	-0.12	-0.02	-0.03	0.06	-0.62	0.62	-86.64	178.52	-177.80
-0.04	0.18	-1.01	-0.09	0.00	-0.02	0.07	-0.62	0.63	-86.62	178.52	-177.79
-0.03	0.18	-1.01	-0.06	0.01	-0.02	0.07	-0.62	0.63	-86.59	178.55	-177.82
-0.03	0.18	-1.01	-0.06	0.04	-0.02	0.06	-0.62	0.63	-86.57	178.61	-177.87
-0.02	0.18	-0.99	-0.06	0.01	-0.02	0.06	-0.62	0.63	-86.56	178.65	-177.91
-0.04	0.17	-1.02	-0.09	0.01	-0.02	0.05	-0.62	0.60	-86.54	178.66	-177.91
-0.04	0.17	-1.02	-0.01	-0.02	-0.04	0.05	-0.62	0.60	-86.52	178.64	-177.90
-0.04	0.17	-1.02	0.10	-0.07	-0.09	0.06	-0.62	0.63	-86.46	178.56	-177.81
-0.04	0.17	-1.02	0.10	-0.07	-0.10	0.06	-0.62	0.63	-86.39	178.49	-177.74
-0.04	0.17	-1.02	0.10	-0.02	-0.10	0.05	-0.61	0.62	-86.34	178.48	-177.73
-0.03	0.17	-0.99	0.12	0.00	-0.09	0.05	-0.61	0.62	-86.28	178.51	-177.75
-0.03	0.17	-0.99	0.10	0.01	-0.08	0.05	-0.63	0.64	-86.22	178.53	-177.78
-0.03	0.17	-0.99	0.07	-0.03	-0.11	0.05	-0.63	0.64	-86.15	178.53	-177.77
-0.04	0.18	-0.99	0.05	-0.08	-0.09	0.06	-0.62	0.64	-86.10	178.47	-177.71
