-1.32074 -1.19633 -9.38876 -2.51125 3.0275 -2.555 -0.159908 -0.869673 0.329151
-1.35903 -0.172271 -8.96766 0.51625 0.2275 0.9275 -0.159907 -0.869664 0.329159
-0.966631 -0.0095706 -10.9488 -1.855 2.1175 -1.02375 -0.159921 -0.869673 0.329152
0.440248 -0.239265 -9.8003 -2.19625 -3.78 -1.4 -0.159909 -0.869672 0.329161
-0.392395 -0.258406 -10.2884 0.3675 -2.86125 -3.33375 -0.159907 -0.869672 0.329151
-0.526383 0.105277 -11.4082 -2.66 4.69875 -0.83125 -0.15992 -0.869672 0.329154
-0.172271 -0.31583 -10.5277 -5.075 -2.96625 -3.64 -0.159915 -0.869667 0.329168
-0.861354 0.46896 -9.55146 -5.2675 2.6775 -5.78375 -0.159933 -0.869676 0.329167
0.660372 1.83756 -9.38876 -2.17875 2.3275 -3.08875 -0.15994 -0.869684 0.329165
1.48344 2.82333 -9.01551 -4.795 -3.33375 -8.07625 -0.159937 -0.869696 0.329152
-0.622089 1.98112 -8.72839 -1.61875 2.14375 2.24 -0.159937 -0.86971 0.329154
-0.133988 3.69425 -8.55612 -4.06 0.16625 -2.7125 -0.159936 -0.869704 0.329154
-1.07191 3.22529 -7.51292 -1.21625 -0.7 -0.28 -0.159935 -0.86971 0.329152
0.440248 3.25401 -8.6614 1.0325 -2.75625 -0.245 -0.159949 -0.869697 0.329154
1.65571 2.05768 -8.89109 2.66 -5.4425 -2.42375 -0.15995 -0.869697 0.329154
1.29203 2.29695 -9.17821 2.72125 -2.3625 -0.315 -0.159935 -0.869693 0.329165
-0.516813 2.20124 -9.46533 3.255 0.02625 3.3075 -0.159942 -0.869686 0.329154
-1.77056 1.70357 -10.2693 -2.1525 11.2438 7.595 -0.159942 -0.86969 0.329154
0.985772 0.937919 -10.5468 -4.94375 -2.135 -3.07125 -0.159935 -0.869676 0.329167
0.392395 1.28246 -9.68545 -2.26625 -4.095 -2.72125 -0.159928 -0.869682 0.329168
-0.172271 0.880496 -9.95343 0.81375 -1.28625 -1.6275 -0.159933 -0.86968 0.329169
-0.516813 0.909207 -9.67588 1.05875 -1.3475 -7.035 -0.159931 -0.869665 0.32917
-0.133988 -0.047853 -10.2214 3.1325 -1.33875 -2.695 -0.159928 -0.869664 0.329168
-0.105277 1.27289 -9.54189 0.74375 -1.6975 2.61625 -0.159914 -0.869673 0.329155
-1.27289 1.58872 -9.90558 -3.36 -1.26875 -2.05625 -0.159921 -0.869673 0.329155
-0.612519 0.440248 -9.77159 -3.08 -1.8375 -3.28125 -0.159909 -0.869672 0.329154
-0.870925 0.047853 -9.98214 2.30125 2.44125 0.86625 -0.159914 -0.869669 0.329153
-0.775219 -0.172271 -10.1736 -0.00875 -0.20125 0.27125 -0.159915 -0.869669 0.329151
-0.890066 -0.306259 -10.2023 0.60375 0.00875 0.27125 -0.159917 -0.869658 0.329155
-0.373254 0.248836 -9.97257 -1.95125 -0.7525 0.88375 -0.159918 -0.869669 0.32916
-0.191412 0.373254 -10.1736 0.56875 -0.0175 0.18375 -0.15993 -0.869671 0.329151
0.363683 0.344542 -9.62803 -0.035 -4.2175 -3.2025 -0.15993 -0.869671 0.329153
0.191412 -0.047853 -9.91515 -0.035 -1.6625 -2.47625 -0.159928 -0.869669 0.329152
-0.392395 -0.31583 -10.1066 -1.0325 -3.08 0.2275 -0.159917 -0.869658 0.329161
-0.248836 -0.220124 -11.1593 0.49 -0.455 0.72625 -0.159916 -0.869657 0.329153
0.344542 0.0191412 -10.7861 -2.70375 -7.04375 -5.03125 -0.159922 -0.86967 0.329166
-1.54087 -1.15804 -10.4511 -1.6275 -1.12 -1.4875 -0.159916 -0.869667 0.329154
-1.48344 0.545524 -9.43662 -7.69125 -5.1625 -1.54875 -0.15992 -0.869682 0.329152
-2.4405 -0.354112 -8.96766 -4.45375 0.63875 -3.9725 -0.159909 -0.869685 0.329151
0.756078 4.07708 -7.50335 -2.07375 -12.3988 -6.36125 -0.159907 -0.869695 0.329152
-3.96223 4.53647 -6.9674 -6.685 6.79 -0.175 -0.159921 -0.869709 0.329152
-2.6032 3.06259 -6.85255 -5.3375 2.23125 2.0125 -0.159916 -0.869696 0.329151
-2.12467 3.58898 -10.4415 1.295 9.37125 4.27 -0.159925 -0.869693 0.329154
0.535954 2.22038 -10.9871 2.17875 -1.51375 -2.0825 -0.159927 -0.869677 0.329155
-0.574236 -0.602948 -11.1498 3.19375 -6.22125 1.61 -0.159928 -0.869666 0.329154
