1.27	0.95	-7.14	124.06	54.28	-57.88	-191.81	-64.25	-344.21		 -14.96	-13.63	7.30
1.68	0.96	-9.00	14.43	27.42	-109.69	-191.81	-64.25	-344.21		 -14.98	-13.67	7.32
0.03	1.12	-11.77	21.26	29.58	-68.16	-150.84	-16.91	-371.74		 -14.98	-13.70	7.33
0.02	1.30	-9.58	5.26	10.02	-42.74	-158.29	33.82	-382.07		 -14.99	-13.73	7.34
2.65	0.64	-7.36	65.05	32.01	-37.05	-167.60	52.42	-359.70		 -15.00	-13.78	7.34
-0.99	-0.22	-11.07	55.69	59.68	-31.43	-167.60	52.42	-359.70		 -15.00	-13.80	7.34
0.92	-1.04	-12.72	-0.25	54.76	-48.74	-121.04	77.78	-313.23		 -15.01	-13.84	7.33
0.31	0.50	-9.68	21.31	19.41	-21.29	-113.59	87.93	-354.53		 -15.02	-13.87	7.32
-0.13	0.78	-9.56	16.32	42.37	-78.03	-113.59	87.93	-354.53		 -15.03	-13.90	7.32
0.26	0.83	-9.55	5.77	75.33	-49.39	-119.18	130.20	-397.56		 -15.04	-13.92	7.31
0.32	0.84	-9.85	-10.09	84.82	-17.49	-121.04	131.89	-430.26		 -15.04	-13.95	7.31
1.34	1.90	-10.64	8.16	96.62	-5.50	-158.29	81.16	-433.70		 -15.05	-13.98	7.31
1.93	1.70	-10.10	39.86	40.41	15.65	-158.29	81.16	-433.70		 -15.05	-14.02	7.31
1.77	1.22	-9.43	14.79	66.08	-11.38	-128.49	84.54	-409.60		 -15.06	-14.05	7.31
1.55	0.68	-9.73	41.62	28.12	8.24	-119.18	69.33	-452.63		 -15.06	-14.08	7.31
1.48	0.80	-10.07	-10.64	26.18	1.63	-119.18	69.33	-452.63		 -15.06	-14.11	7.31
1.15	1.59	-9.72	15.71	7.33	9.17	-150.84	74.40	-371.74		 -15.06	-14.15	7.31
0.21	1.05	-10.51	21.90	28.85	0.84	-145.25	93.00	-349.37		 -15.07	-14.18	7.31
-0.40	1.08	-10.31	30.02	37.24	16.27	-145.25	93.00	-349.37		 -15.07	-14.21	7.30
-0.24	1.07	-10.14	28.04	46.20	8.67	-137.80	99.76	-359.70		 -15.08	-14.25	7.30
0.38	1.18	-9.92	-6.03	43.14	24.15	-135.94	87.93	-385.51		 -15.08	-14.28	7.30
-0.04	1.19	-9.24	15.75	44.79	0.78	-165.73	98.07	-347.65		 -15.09	-14.31	7.30
-0.14	1.25	-10.78	22.66	33.39	4.02	-165.73	98.07	-347.65		 -15.09	-14.35	7.29
-0.66	1.26	-9.95	7.51	16.13	60.30	-162.01	94.69	-354.53		 -15.09	-14.38	7.29
-0.08	1.28	-9.70	13.63	49.21	-16.27	-180.63	108.22	-330.44		 -15.10	-14.42	7.29
-0.34	1.09	-9.95	25.61	50.03	-29.22	-180.63	108.22	-330.44		 -15.11	-14.46	7.28
-0.41	1.10	-9.02	22.24	65.91	-8.71	-171.32	116.67	-356.25		 -15.12	-14.49	7.28
-0.33	1.20	-10.10	1.20	43.91	6.70	-162.01	94.69	-368.30		 -15.12	-14.52	7.28
-0.48	1.36	-10.03	11.16	52.21	-10.15	-162.01	94.69	-368.30		 -15.13	-14.55	7.28
0.01	1.23	-9.81	47.25	45.15	-10.40	-175.05	93.00	-342.48		 -15.14	-14.59	7.28
-0.62	0.75	-9.56	45.15	36.18	2.49	-169.46	98.07	-344.21		 -15.14	-14.62	7.28
-0.38	0.84	-10.11	48.29	37.51	-27.57	-147.11	111.60	-357.97		 -15.15	-14.66	7.27
-0.16	0.96	-10.52	18.70	40.60	-53.54	-147.11	111.60	-357.97		 -15.16	-14.69	7.27
-0.04	1.18	-9.48	16.24	46.97	-3.52	-115.46	126.82	-345.93		 -15.17	-14.72	7.26
-0.90	0.32	-10.06	37.16	93.90	-26.95	-139.66	125.13	-344.21		 -15.18	-14.75	7.26
-0.09	-0.29	-11.13	30.84	90.45	-41.86	-139.66	125.13	-344.21		 -15.19	-14.78	7.25
-1.06	-1.42	-10.25	25.79	46.79	-30.08	-111.73	89.62	-394.12		 -15.19	-14.80	7.23
1.43	-0.54	-9.62	38.58	20.61	1.80	-104.28	86.24	-411.33		 -15.19	-14.84	7.22
-0.29	-0.94	-9.64	-5.17	77.86	0.47	-98.70	101.45	-406.16		 -15.19	-14.86	7.21
0.46	-0.41	-10.03	26.68	40.22	30.75	-98.70	101.45	-406.16		 -15.19	-14.88	7.20
1.36	0.37	-10.00	16.43	22.09	31.40	-98.70	81.16	-392.39		 -15.19	-14.92	7.19
-0.75	-1.65	-8.77	27.27	70.63	-3.30	-102.42	98.07	-385.51		 -15.19	-14.94	7.17
0.75	-1.54	-9.69	50.79	90.26	-21.07	-102.42	98.07	-385.51		 -15.20	-14.96	7.16
0.90	-0.91	-10.32	45.44	31.75	-42.75	-102.42	67.64	-416.49		 -15.20	-14.99	7.15
1.08	-0.78	-9.30	35.82	29.53	9.43	-93.11	59.18	-404.44		 -15.20	-15.02	7.14
1.11	-0.75	-9.67	19.23	39.26	25.02	-65.18	57.49	-419.93		 -15.20	-15.04	7.14
1.09	-0.23	-10.05	8.03	16.38	18.84	-65.18	57.49	-419.93		 -15.20	-15.06	7.13
0.52	-0.27	-9.77	14.66	37.06	6.36	-108.01	62.56	-390.67		 -15.20	-15.09	7.12
0.65	-0.24	-10.04	30.04	55.87	-10.80	-104.28	65.94	-397.56		 -15.20	-15.11	7.12
0.84	-0.59	-9.90	16.19	37.17	-4.40	-104.28	65.94	-397.56		 -15.20	-15.14	7.11
0.82	-0.70	-9.98	18.31	41.43	-10.53	-96.83	59.18	-387.23		 -15.20	-15.17	7.10
0.57	-0.44	-10.08	18.39	44.92	-7.97	-104.28	69.33	-401.00		 -15.20	-15.19	7.09
0.50	-0.48	-9.96	17.44	40.20	-5.06	-104.28	69.33	-401.00		 -15.21	-15.22	7.08
0.30	-0.18	-9.75	22.45	51.50	-5.71	-96.83	62.56	-383.79		 -15.21	-15.24	7.08
0.42	-0.47	-10.32	24.25	42.59	-12.95	-108.01	76.09	-411.33		 -15.21	-15.26	7.07
0.43	0.23	-9.79	9.21	45.01	-8.52	-119.18	79.47	-390.67		 -15.21	-15.29	7.06
0.53	-0.08	-9.95	27.92	48.16	-10.16	-119.18	79.47	-390.67		 -15.22	-15.32	7.06
1.04	-0.14	-9.70	22.31	45.70	-9.39	-100.56	82.85	-383.79		 -15.22	-15.35	7.05
1.17	0.01	-9.75	19.47	39.38	-7.13	-100.56	76.09	-387.23		 -15.22	-15.38	7.04
1.13	-0.22	-10.02	27.56	37.06	-13.77	-100.56	76.09	-387.23		 -15.22	-15.41	7.04
0.96	-0.11	-9.55	22.48	61.88	-21.53	-100.56	103.14	-394.12		 -15.23	-15.44	7.03
2.37	-0.04	-10.31	6.03	29.85	-8.90	-102.42	84.54	-385.51		 -15.23	-15.47	7.02
-1.06	0.23	-11.76	18.16	17.96	-2.17	-91.25	111.60	-361.42		 -15.24	-15.50	7.01
-0.06	-0.56	-9.66	24.33	62.95	-0.12	-91.25	111.60	-361.42		 -15.24	-15.53	7.00
-1.79	-0.63	-10.62	13.14	25.37	-18.12	-104.28	106.53	-394.12		 -15.24	-15.55	6.98
-1.25	-0.45	-9.42	15.16	53.55	-13.75	-102.42	131.89	-364.86		 -15.25	-15.57	6.97
-0.18	-0.67	-9.39	28.19	57.69	-13.79	-102.42	131.89	-364.86		 -15.26	-15.60	6.95
0.38	-0.42	-9.26	22.35	46.91	-11.73	-96.83	123.44	-390.67		 -15.26	-15.63	6.94
-0.01	-0.35	-9.40	22.94	44.30	-7.35	-102.42	104.84	-378.63		 -15.26	-15.65	6.93
0.90	-0.54	-9.53	23.79	50.54	-4.36	-76.35	125.13	-388.95		 -15.27	-15.68	6.91
0.35	-0.67	-10.32	20.63	48.53	-7.98	-76.35	125.13	-388.95		 -15.27	-15.71	6.90
1.09	-0.33	-10.84	10.70	50.38	-10.35	-87.52	118.36	-388.95		 -15.28	-15.74	6.89
-1.48	0.06	-11.62	24.27	32.46	-9.87	-81.94	106.53	-383.79		 -15.28	-15.76	6.88
0.14	-0.10	-9.08	19.61	58.71	-2.24	-81.94	106.53	-383.79		 -15.29	-15.79	6.87
-1.16	0.09	-10.15	23.12	33.08	-4.09	-80.07	121.74	-382.07		 -15.29	-15.81	6.86
-0.14	0.08	-8.68	17.97	56.40	-7.68	-80.07	108.22	-375.18		 -15.30	-15.83	6.85
-0.53	-0.12	-9.72	23.70	44.72	-16.04	-78.21	113.29	-373.46		 -15.30	-15.85	6.84
0.10	0.20	-9.08	14.72	53.63	-9.48	-78.21	113.29	-373.46		 -15.31	-15.88	6.83
0.70	-0.05	-9.91	25.77	51.59	-13.34	-89.38	109.91	-394.12		 -15.31	-15.91	6.82
-0.10	0.27	-10.94	18.64	47.16	-7.74	-76.35	101.45	-388.95		 -15.31	-15.93	6.81
-0.71	-0.93	-10.95	27.93	50.48	-9.04	-76.35	101.45	-388.95		 -15.32	-15.95	6.80
-1.20	-0.48	-10.36	11.67	33.02	-11.60	-81.94	130.20	-401.00		 -15.32	-15.97	6.78
-1.91	-0.77	-9.99	21.18	40.81	-13.70	-87.52	114.98	-395.84		 -15.33	-15.99	6.77
-0.42	-0.35	-9.21	19.45	52.89	-12.49	-85.66	103.14	-397.56		 -15.33	-16.01	6.76
-0.24	-0.28	-9.56	18.55	46.36	-14.32	-85.66	103.14	-397.56		 -15.33	-16.03	6.75
-0.16	-0.38	-9.65	20.86	47.39	-11.12	-89.38	113.29	-387.23		 -15.34	-16.06	6.74
0.85	-0.36	-9.42	21.03	49.08	-6.05	-89.38	116.67	-394.12		 -15.34	-16.09	6.72
0.36	-0.34	-9.99	18.31	46.96	-5.78	-89.38	116.67	-394.12		 -15.34	-16.12	6.71
0.75	-0.55	-10.50	18.62	52.33	-8.54	-85.66	109.91	-376.91		 -15.35	-16.14	6.70
-0.63	-0.16	-11.71	19.38	38.67	-4.06	-91.25	121.74	-392.39		 -15.35	-16.17	6.69
-0.85	-0.15	-9.61	27.34	53.94	-13.37	-68.90	118.36	-388.95		 -15.36	-16.19	6.68
-0.13	-0.08	-9.54	29.39	49.49	-13.67	-68.90	118.36	-388.95		 -15.36	-16.21	6.67
-1.00	0.14	-10.84	22.13	37.21	0.93	-70.76	113.29	-394.12		 -15.37	-16.23	6.66
1.08	-0.14	-8.48	26.10	56.41	-6.31	-59.59	109.91	-383.79		 -15.37	-16.26	6.65
0.08	-0.54	-9.58	25.67	36.64	-10.61	-59.59	109.91	-383.79		 -15.37	-16.28	6.63
1.10	-0.24	-8.95	19.23	48.61	-5.87	-54.00	114.98	-375.18		 -15.38	-16.31	6.62
0.29	-0.32	-10.50	29.32	37.62	-15.98	-54.00	125.13	-388.95		 -15.39	-16.34	6.61
0.63	-0.46	-11.54	19.49	43.11	-8.64	-57.73	114.98	-382.07		 -15.39	-16.37	6.60
-0.06	-1.01	-11.02	5.32	39.85	-13.68	-57.73	114.98	-382.07		 -15.39	-16.39	6.58
-0.83	-0.47	-9.34	5.04	59.97	-10.40	-44.69	113.29	-380.35		 -15.40	-16.41	6.57
-0.45	-0.91	-9.20	22.25	47.36	-16.64	-55.87	113.29	-401.00		 -15.40	-16.43	6.55
-0.13	-0.61	-9.22	14.86	47.89	-7.87	-55.87	113.29	-401.00		 -15.41	-16.45	6.54
0.08	-0.73	-9.48	26.43	48.87	-9.02	-46.55	128.51	-395.84		 -15.41	-16.47	6.52
0.65	-0.75	-9.13	19.38	44.30	-2.87	-55.87	113.29	-401.00		 -15.41	-16.50	6.51
0.29	-0.66	-10.30	18.66	32.45	-3.52	-57.73	121.74	-406.16		 -15.42	-16.52	6.50
0.51	-0.48	-10.61	18.11	54.05	-4.71	-57.73	121.74	-406.16		 -15.42	-16.55	6.48
-1.60	-0.36	-12.03	35.30	49.89	0.62	-54.00	125.13	-375.18		 -15.42	-16.57	6.47
0.06	-0.78	-8.99	37.61	73.34	6.48	-35.38	118.36	-382.07		 -15.43	-16.59	6.46
-1.30	-0.54	-10.41	29.14	32.10	-4.29	-35.38	118.36	-382.07		 -15.43	-16.60	6.44
0.07	-0.59	-8.77	9.41	51.29	-1.50	-48.42	106.53	-394.12		 -15.43	-16.63	6.43
0.36	-0.70	-9.06	24.07	42.28	-14.31	-48.42	99.76	-370.02		 -15.44	-16.65	6.42
-0.10	-0.60	-9.75	9.41	40.01	-13.16	-48.42	99.76	-370.02		 -15.44	-16.67	6.40
0.96	-0.43	-10.03	10.95	49.57	-7.50	-31.66	114.98	-357.97		 -15.45	-16.70	6.39
0.31	-0.03	-11.13	10.48	47.39	-9.25	-57.73	108.22	-354.53		 -15.45	-16.72	6.38
-0.77	-1.23	-12.02	25.39	41.30	-20.10	-67.04	109.91	-359.70		 -15.45	-16.74	6.36
-0.97	-0.26	-9.83	6.32	61.88	-8.61	-67.04	109.91	-359.70		 -15.46	-16.76	6.35
-0.18	-0.60	-8.75	17.81	51.32	-24.64	-67.04	109.91	-352.81		 -15.46	-16.79	6.34
-0.10	-0.14	-9.14	5.35	33.72	-15.32	-57.73	108.22	-368.30		 -15.47	-16.81	6.32
-0.17	-0.08	-9.31	16.92	39.87	-11.86	-57.73	108.22	-368.30		 -15.47	-16.83	6.31
0.48	-0.40	-9.25	20.74	43.73	-6.79	-63.31	123.44	-339.04		 -15.48	-16.86	6.30
0.34	-0.31	-10.56	22.39	44.81	-11.09	-65.18	131.89	-344.21		 -15.49	-16.89	6.28
0.65	0.00	-10.53	2.91	65.17	-1.69	-61.45	121.74	-337.32		 -15.49	-16.92	6.27
-1.07	0.69	-12.76	25.02	43.46	-5.21	-61.45	121.74	-337.32		 -15.50	-16.94	6.26
-0.33	-0.11	-9.10	17.74	79.75	6.40	-63.31	116.67	-328.72		 -15.50	-16.96	6.25
-0.38	0.18	-9.17	27.65	48.77	-5.04	-63.31	93.00	-339.04		 -15.50	-16.98	6.24
0.36	0.16	-8.47	20.58	40.89	-6.10	-63.31	93.00	-339.04		 -15.51	-17.01	6.23
0.18	-0.04	-9.52	28.73	39.44	-12.75	-67.04	89.62	-345.93		 -15.51	-17.03	6.22
0.81	0.17	-9.33	19.58	43.46	-9.07	-39.11	111.60	-340.76		 -15.52	-17.06	6.21
0.64	0.06	-10.38	26.80	49.37	-15.18	-39.11	111.60	-340.76		 -15.52	-17.09	6.20
